CO2,Temperature,Humidity,Sun1,date
489,21.8,60.4,3999.9,5/10/2025 0:50
487,21.8,60.9,0,5/10/2025 0:55
488,21.8,59.9,0,5/10/2025 1:00
484,21.8,59.7,0,5/10/2025 1:05
487,21.8,59.6,0,5/10/2025 1:10
487,21.8,59.9,3999.9,5/10/2025 1:15
488,21.7,59.6,0,5/10/2025 1:20
486,21.7,58.9,3999.9,5/10/2025 1:25
488,21.7,59,3999.9,5/10/2025 1:30
493,21.7,58.9,0,5/10/2025 1:35
492,21.6,58.7,0,5/10/2025 1:40
493,21.6,59,3999.9,5/10/2025 1:45
490,21.6,58.6,0,5/10/2025 1:50
495,21.6,58.2,0,5/10/2025 1:55
494,21.6,58.7,0,5/10/2025 2:00
492,21.5,58.9,0,5/10/2025 2:05
492,21.5,58.1,0,5/10/2025 2:10
495,21.5,58.2,0,5/10/2025 2:15
487,21.5,58.5,0,5/10/2025 2:20
488,21.4,58.6,0,5/10/2025 2:25
488,21.4,58.4,0,5/10/2025 2:30
491,21.4,58.7,3999.9,5/10/2025 2:35
492,21.3,59.3,3999.9,5/10/2025 2:40
494,21.3,59.2,3999.9,5/10/2025 2:45
494,21.3,59.1,0,5/10/2025 2:50
497,21.3,59.1,3999.9,5/10/2025 2:55
495,21.3,59.5,3999.9,5/10/2025 3:00
493,21.2,58.2,0,5/10/2025 3:05
493,21.2,58.1,0,5/10/2025 3:10
490,21.2,57.5,0,5/10/2025 3:15
491,21.2,57.5,0,5/10/2025 3:20
488,21.2,57.1,0,5/10/2025 3:25
490,21.1,57.1,0,5/10/2025 3:30
492,21,63.7,0,5/10/2025 3:35
495,20.8,67.4,0,5/10/2025 3:40
496,20.7,65.3,3999.9,5/10/2025 3:45
494,20.8,63.5,0,5/10/2025 3:50
495,20.8,62.1,0,5/10/2025 3:55
497,20.8,61.1,0,5/10/2025 4:00
498,20.8,60.5,0,5/10/2025 4:05
498,20.8,60.1,0,5/10/2025 4:10
498,20.8,59,0,5/10/2025 4:15
496,20.8,58.8,0,5/10/2025 4:20
494,20.8,58.2,0,5/10/2025 4:25
494,20.8,58.2,3999.9,5/10/2025 4:30
495,20.8,58.3,0,5/10/2025 4:35
495,20.8,58.2,0,5/10/2025 4:40
495,20.8,57.9,0,5/10/2025 4:45
498,20.7,58,0,5/10/2025 4:50
495,20.7,57.9,0,5/10/2025 4:55
495,20.7,58.1,0,5/10/2025 5:00
496,20.7,58.6,3999.9,5/10/2025 5:05
495,20.7,58.3,0,5/10/2025 5:10
496,20.6,58.5,0,5/10/2025 5:15
501,20.5,65.5,3999.9,5/10/2025 5:20
500,20.3,67,0,5/10/2025 5:25
499,20.3,66.3,0,5/10/2025 5:30
496,20.3,64,0,5/10/2025 5:35
486,20.2,62.8,0,5/10/2025 5:40
475,20.2,62.1,3999.9,5/10/2025 5:45
465,20.2,61.9,3999.9,5/10/2025 5:50
456,20.1,61.8,0,5/10/2025 5:55
446,20.1,61.9,0,5/10/2025 6:00
438,20,62.9,0,5/10/2025 6:05
436,19.8,68.9,0,5/10/2025 6:10
432,19.6,69.2,3999.9,5/10/2025 6:15
424,19.5,69.4,0,5/10/2025 6:20
424,19.4,69.1,0,5/10/2025 6:25
423,19.3,69.5,3999.9,5/10/2025 6:30
423,19.2,69.9,0,5/10/2025 6:35
424,19.1,70,0,5/10/2025 6:40
423,19,70.3,0,5/10/2025 6:45
416,18.9,70.3,0,5/10/2025 6:50
419,18.9,70.4,3999.9,5/10/2025 6:55
415,18.8,70.6,109.1,5/10/2025 7:00
430,19.3,72.2,103.7,5/10/2025 7:05
495,19.6,65.5,102.6,5/10/2025 7:10
563,19.6,72.2,102.6,5/10/2025 7:15
624,20.2,74.9,104.1,5/10/2025 7:20
677,20.2,66.6,103,5/10/2025 7:25
691,20.4,71.8,102.6,5/10/2025 7:30
652,20.8,67.7,103.1,5/10/2025 7:35
602,20.8,62.8,102.9,5/10/2025 7:40
585,21.3,72.8,99.3,5/10/2025 7:45
615,21.3,63,99.3,5/10/2025 7:50
652,21.2,62.2,99.4,5/10/2025 7:55
686,21.8,71.9,103,5/10/2025 8:00
662,21.9,62.4,99.1,5/10/2025 8:05
618,21.6,58,100.8,5/10/2025 8:10
625,22,68.1,102,5/10/2025 8:15
654,22,61.6,100.4,5/10/2025 8:20
677,21.8,58.6,100,5/10/2025 8:25
649,22.2,69,99.7,5/10/2025 8:30
603,22.1,61.3,102.8,5/10/2025 8:35
597,21.9,58.6,100.5,5/10/2025 8:40
627,22.3,69,102.7,5/10/2025 8:45
660,22.1,59.1,102.9,5/10/2025 8:50
671,22,58.8,100.7,5/10/2025 8:55
635,22.1,65.9,101.6,5/10/2025 9:00
587,22.2,62.1,102.1,5/10/2025 9:05
579,22,58.4,99.3,5/10/2025 9:10
611,22.4,68.5,102.5,5/10/2025 9:15
650,22.3,61.7,101.7,5/10/2025 9:20
679,22.1,58.7,101,5/10/2025 9:25
680,22.6,68.1,102.4,5/10/2025 9:30
657,22.7,61,101,5/10/2025 9:35
633,22.6,58,99.4,5/10/2025 9:40
599,22.9,67,101.6,5/10/2025 9:45
567,22.7,60.8,100,5/10/2025 9:50
591,22.5,57.6,98.5,5/10/2025 9:55
630,22.7,66.7,98.5,5/10/2025 10:00
701,22.9,59.3,101.7,5/10/2025 10:05
716,23.4,70.5,100,5/10/2025 10:10
684,23.2,62.5,99.2,5/10/2025 10:15
622,22.8,58.3,100.8,5/10/2025 10:20
575,23.2,67.9,99.3,5/10/2025 10:25
583,23.2,61.6,100.5,5/10/2025 10:30
620,22.9,58.8,102.2,5/10/2025 10:35
668,23.3,68.5,102.3,5/10/2025 10:40
691,23.2,60.7,99.1,5/10/2025 10:45
654,22.8,58.4,98.9,5/10/2025 10:50
601,23.3,69.1,99.1,5/10/2025 10:55
584,23.1,61.2,101.8,5/10/2025 11:00
620,23,58.6,99.9,5/10/2025 11:05
658,23.3,68.5,99,5/10/2025 11:10
686,23.2,60.6,98.9,5/10/2025 11:15
655,23,57.8,99.5,5/10/2025 11:20
598,23.4,68.4,101.5,5/10/2025 11:25
575,23.2,60.1,101,5/10/2025 11:30
604,23,56.2,98.6,5/10/2025 11:35
645,23.1,65.5,101.3,5/10/2025 11:40
662,23.3,63.7,102.2,5/10/2025 11:45
622,23,58.1,99.1,5/10/2025 11:50
581,23.3,66.1,99.4,5/10/2025 11:55
592,23.3,64.9,98.6,5/10/2025 12:00
639,23.8,70.9,102.5,5/10/2025 12:05
680,24.3,72.8,102.2,5/10/2025 12:10
661,24.7,73.8,99.1,5/10/2025 12:15
614,25.1,75,100,5/10/2025 12:20
593,25.4,75,99.7,5/10/2025 12:25
620,25.8,74.6,98.7,5/10/2025 12:30
666,26,74.5,98.8,5/10/2025 12:35
702,26.1,74.6,101.3,5/10/2025 12:40
673,26.4,72.4,101.8,5/10/2025 12:45
625,25.9,62.2,100,5/10/2025 12:50
600,25.9,68.1,100.2,5/10/2025 12:55
623,26.1,71,98.2,5/10/2025 13:00
666,26.5,72.1,100.5,5/10/2025 13:05
684,26.5,64.4,101.8,5/10/2025 13:10
652,26.1,60.6,100.8,5/10/2025 13:15
600,26.2,68.2,100.8,5/10/2025 13:20
610,26.4,70.8,98.3,5/10/2025 13:25
655,26.8,70.8,99.7,5/10/2025 13:30
696,26.4,64,100.1,5/10/2025 13:35
669,26.6,69.1,101.6,5/10/2025 13:40
615,26.9,69.9,101.3,5/10/2025 13:45
593,26.5,60.1,98,5/10/2025 13:50
628,26.3,64.7,100.8,5/10/2025 13:55
673,26.6,69.3,97.9,5/10/2025 14:00
681,26.9,66.9,99.2,5/10/2025 14:05
642,26.4,58.3,99.2,5/10/2025 14:10
590,26.4,65.8,98,5/10/2025 14:15
585,26.7,69.1,100.9,5/10/2025 14:20
625,26.7,62.9,100.9,5/10/2025 14:25
684,26.3,54.6,101.3,5/10/2025 14:30
676,26.1,64.5,101,5/10/2025 14:35
628,26.3,69.6,98.4,5/10/2025 14:40
582,26.6,71,98.2,5/10/2025 14:45
606,26.4,64.5,97.9,5/10/2025 14:50
659,26.6,69.4,99.2,5/10/2025 14:55
705,26.6,62.8,98.9,5/10/2025 15:00
690,26.1,55.5,101.2,5/10/2025 15:05
639,26,62.8,102,5/10/2025 15:10
585,26.2,59,99.5,5/10/2025 15:15
600,25.7,57.3,99.9,5/10/2025 15:20
646,25.8,63.8,99.5,5/10/2025 15:25
688,25.8,61.7,100.8,5/10/2025 15:30
660,25.5,59.1,101.7,5/10/2025 15:35
604,25.8,67,98.2,5/10/2025 15:40
605,25.8,59.3,100.4,5/10/2025 15:45
649,25.7,62.3,98,5/10/2025 15:50
698,25.8,67.7,101.1,5/10/2025 15:55
681,25.4,57.9,101.6,5/10/2025 16:00
631,25.3,61.7,99.1,5/10/2025 16:05
581,25.6,68.4,98.3,5/10/2025 16:10
530,26,70.1,98.3,5/10/2025 16:15
497,25.6,58.2,98.2,5/10/2025 16:20
510,25.6,65.4,99.3,5/10/2025 16:25
580,25.7,62.7,101.3,5/10/2025 16:30
614,25.3,56.5,101.1,5/10/2025 16:35
595,25.5,65.9,98.2,5/10/2025 16:40
550,25.8,67.9,99.4,5/10/2025 16:45
516,25.5,57.6,101.9,5/10/2025 16:50
486,25.5,66.4,99.4,5/10/2025 16:55
517,25.7,63.2,101,5/10/2025 17:00
585,25.1,49,100,5/10/2025 17:05
605,24,46.1,101.4,5/10/2025 17:10
574,24,63,98.2,5/10/2025 17:15
541,24.3,71.7,102.2,5/10/2025 17:20
508,24.8,72.9,101,5/10/2025 17:25
508,24.8,56,99.8,5/10/2025 17:30
570,23.8,51.3,100,5/10/2025 17:35
592,24,64,102.1,5/10/2025 17:40
570,24.2,70.5,99.2,5/10/2025 17:45
537,24.3,57.7,100.2,5/10/2025 17:50
506,23.8,54.1,101.8,5/10/2025 17:55
509,23.8,64.9,98.8,5/10/2025 18:00
538,24,72.6,102.2,5/10/2025 18:05
533,24.4,74.3,101.8,5/10/2025 18:10
513,24.6,60,102.2,5/10/2025 18:15
484,23.7,51.5,98.8,5/10/2025 18:20
463,23.4,52.9,102.2,5/10/2025 18:25
446,23.4,61.2,99.9,5/10/2025 18:30
438,23.6,70.5,99.5,5/10/2025 18:35
428,23.9,63.9,100.8,5/10/2025 18:40
419,23.3,54.6,98.8,5/10/2025 18:45
410,23.3,63.4,102.2,5/10/2025 18:50
409,23.4,54.3,100,5/10/2025 18:55
406,23.1,54.5,0,5/10/2025 19:00
405,22.5,64.2,3999.9,5/10/2025 19:05
405,22.2,70,3999.9,5/10/2025 19:10
414,21.3,59,0,5/10/2025 19:15
420,20.6,69.9,0,5/10/2025 19:20
419,20.5,76.2,0,5/10/2025 19:25
426,20.3,81.8,0,5/10/2025 19:30
432,20.3,85.3,0,5/10/2025 19:35
435,20.1,88,0,5/10/2025 19:40
436,20.1,90.2,0,5/10/2025 19:45
443,20.1,91.7,0,5/10/2025 19:50
449,20.1,93,0,5/10/2025 19:55
455,20,93.9,0,5/10/2025 20:00
456,20,94.6,0,5/10/2025 20:05
456,20,95.1,0,5/10/2025 20:10
461,19.9,95.7,0,5/10/2025 20:15
463,19.9,96.1,0,5/10/2025 20:20
469,19.9,96.4,0,5/10/2025 20:25
470,19.9,96.6,3999.8,5/10/2025 20:30
475,19.9,96.8,0,5/10/2025 20:35
478,19.8,97,0,5/10/2025 20:40
482,19.8,97.2,0,5/10/2025 20:45
483,19.8,97.4,3999.8,5/10/2025 20:50
487,19.7,97.5,0,5/10/2025 20:55
489,19.7,97.7,0,5/10/2025 21:00
487,19.7,97.9,0,5/10/2025 21:05
489,19.7,97.9,0,5/10/2025 21:10
491,19.7,98.1,3999.8,5/10/2025 21:15
497,19.6,98.1,0,5/10/2025 21:20
500,19.6,98.2,3999.8,5/10/2025 21:25
507,19.6,98.4,0,5/10/2025 21:30
505,19.5,98.3,0,5/10/2025 21:35
502,19.5,98.4,0,5/10/2025 21:40
506,19.5,98.5,0,5/10/2025 21:45
510,19.4,98.6,3999.8,5/10/2025 21:50
516,19.4,98.7,0,5/10/2025 21:55
514,19.4,98.7,0,5/10/2025 22:00
514,19.4,98.7,3999.8,5/10/2025 22:05
513,19.3,98.8,0,5/10/2025 22:10
520,19.3,98.9,3999.8,5/10/2025 22:15
521,19.3,98.9,3999.8,5/10/2025 22:20
520,19.3,99,0,5/10/2025 22:25
522,19.2,99,3999.8,5/10/2025 22:30
527,19.2,99,0,5/10/2025 22:35
524,19.2,99,0,5/10/2025 22:40
525,19.2,99.1,3999.8,5/10/2025 22:45
526,19.1,99.2,0,5/10/2025 22:50
531,19.1,99.2,0,5/10/2025 22:55
529,19.1,99.2,0,5/10/2025 23:00
532,19.1,99.3,0,5/10/2025 23:05
532,19,99.4,3999.8,5/10/2025 23:10
537,19,99.4,3999.8,5/10/2025 23:15
540,18.9,99.4,3999.8,5/10/2025 23:20
538,18.9,99.4,3999.8,5/10/2025 23:25
541,18.9,99.5,0,5/10/2025 23:30
540,18.8,99.5,0,5/10/2025 23:35
538,18.8,99.5,0,5/10/2025 23:40
542,18.8,99.5,0,5/10/2025 23:45
545,18.8,99.5,0,5/10/2025 23:50
544,18.7,99.5,0,5/10/2025 23:55
541,18.7,99.6,0,5/11/2025 0:00
543,18.7,99.6,0,5/11/2025 0:05
550,18.6,99.5,0,5/11/2025 0:10
547,18.6,99.6,0,5/11/2025 0:15
548,18.5,99.6,3999.8,5/11/2025 0:20
550,18.6,99.6,0,5/11/2025 0:25
552,19.3,100,0,5/11/2025 0:30
555,19.7,100,0,5/11/2025 0:35
557,19.6,100,0,5/11/2025 0:40
563,19.6,100,3999.9,5/11/2025 0:45
561,19.5,100,3999.9,5/11/2025 0:50
561,19.4,100,0,5/11/2025 0:55
562,19.4,100,0,5/11/2025 1:00
560,19.3,100,0,5/11/2025 1:05
562,19.2,100,0,5/11/2025 1:10
564,19.2,100,0,5/11/2025 1:15
564,19.1,100,0,5/11/2025 1:20
567,19.1,100,3999.8,5/11/2025 1:25
571,19,100,0,5/11/2025 1:30
566,19,100,3999.8,5/11/2025 1:35
560,18.9,100,0,5/11/2025 1:40
557,18.9,99.9,0,5/11/2025 1:45
558,18.8,99.7,0,5/11/2025 1:50
560,18.7,99.7,0,5/11/2025 1:55
565,18.7,99.5,3999.8,5/11/2025 2:00
563,18.7,99.5,3999.8,5/11/2025 2:05
569,18.6,99.5,0,5/11/2025 2:10
570,18.6,99.4,3999.8,5/11/2025 2:15
567,18.5,99.3,0,5/11/2025 2:20
567,18.5,99.2,0,5/11/2025 2:25
568,18.4,98.9,0,5/11/2025 2:30
568,18.4,98.8,0,5/11/2025 2:35
565,18.4,98.7,0,5/11/2025 2:40
565,18.3,98.5,0,5/11/2025 2:45
564,18.3,98.5,0,5/11/2025 2:50
563,18.2,98.4,0,5/11/2025 2:55
565,18.2,98.3,0,5/11/2025 3:00
564,18.2,98.3,0,5/11/2025 3:05
568,18.1,98.4,0,5/11/2025 3:10
574,18.1,98.4,0,5/11/2025 3:15
582,18,98.3,3999.8,5/11/2025 3:20
580,18,98.4,0,5/11/2025 3:25
576,18,98.3,0,5/11/2025 3:30
578,17.9,98.4,0,5/11/2025 3:35
578,17.9,98.4,0,5/11/2025 3:40
575,17.8,98.3,3999.8,5/11/2025 3:45
576,17.8,98.3,0,5/11/2025 3:50
579,17.7,98.3,3999.8,5/11/2025 3:55
578,17.7,98.4,0,5/11/2025 4:00
572,17.6,98.3,0,5/11/2025 4:05
576,17.6,98.3,3999.8,5/11/2025 4:10
576,17.6,98.4,0,5/11/2025 4:15
577,17.6,98.4,3999.8,5/11/2025 4:20
573,17.5,98.4,3999.8,5/11/2025 4:25
575,18.7,99.9,3999.9,5/11/2025 4:30
575,18.7,99.6,3999.9,5/11/2025 4:35
580,18.6,100,0,5/11/2025 4:40
586,18.5,100,0,5/11/2025 4:45
585,18.4,100,0,5/11/2025 4:50
585,18.3,100,3999.8,5/11/2025 4:55
584,18.3,100,0,5/11/2025 5:00
587,18.2,99.9,0,5/11/2025 5:05
581,18.1,99.8,0,5/11/2025 5:10
580,18.1,99.7,0,5/11/2025 5:15
579,18,99.7,0,5/11/2025 5:20
581,18,99.5,3999.8,5/11/2025 5:25
584,17.9,99.5,0,5/11/2025 5:30
577,17.8,97.7,3999.8,5/11/2025 5:35
565,17.7,96.1,3999.8,5/11/2025 5:40
547,17.6,95.1,3999.8,5/11/2025 5:45
533,17.5,94.4,0,5/11/2025 5:50
517,17.4,93.9,0,5/11/2025 5:55
511,18,95.4,0,5/11/2025 6:00
501,18.4,92.5,0,5/11/2025 6:05
493,18.2,92.2,0,5/11/2025 6:10
488,18.1,92.2,3999.9,5/11/2025 6:15
482,17.9,92.1,0,5/11/2025 6:20
476,17.8,92,0,5/11/2025 6:25
478,17.6,92,3999.8,5/11/2025 6:30
479,17.5,92.2,0,5/11/2025 6:35
475,17.4,92.2,0,5/11/2025 6:40
478,17.3,92.5,0,5/11/2025 6:45
476,17.1,92.6,0,5/11/2025 6:50
478,17.1,92.8,3999.8,5/11/2025 6:55
473,17,92.7,109.9,5/11/2025 7:00
488,17.4,92.9,103.6,5/11/2025 7:05
559,18,92.3,103.9,5/11/2025 7:10
639,18.6,91,105.4,5/11/2025 7:15
705,19.4,89.6,101.6,5/11/2025 7:20
723,20,88,102.7,5/11/2025 7:25
690,20.4,77.8,102.2,5/11/2025 7:30
642,20.3,75.4,101.9,5/11/2025 7:35
611,20.7,82,102.4,5/11/2025 7:40
643,21.3,84.3,101.1,5/11/2025 7:45
705,21.5,76.4,99.1,5/11/2025 7:50
723,21.1,68.2,99.1,5/11/2025 7:55
680,21.5,78.1,102.4,5/11/2025 8:00
620,22,78.2,102.7,5/11/2025 8:05
590,21.8,69.9,102.6,5/11/2025 8:10
622,22.1,72.8,102.1,5/11/2025 8:15
675,22.3,74.6,98.6,5/11/2025 8:20
698,22.3,71.1,99.5,5/11/2025 8:25
656,22.5,70.9,101.1,5/11/2025 8:30
612,22.4,68.7,102.3,5/11/2025 8:35
601,22.6,70.9,99.7,5/11/2025 8:40
653,22.3,67.5,98.6,5/11/2025 8:45
707,22.7,72.3,98.8,5/11/2025 8:50
684,22.5,65,99.1,5/11/2025 8:55
639,22.7,72.5,101.7,5/11/2025 9:00
590,22.8,65.5,101.3,5/11/2025 9:05
613,22.9,69.9,102.3,5/11/2025 9:10
666,23.2,65.6,102.4,5/11/2025 9:15
707,22.7,62.2,99.1,5/11/2025 9:20
674,22.5,61.9,99.3,5/11/2025 9:25
618,23.2,69,99.3,5/11/2025 9:30
610,23.1,62.7,101.1,5/11/2025 9:35
672,22.8,61.1,98.8,5/11/2025 9:40
701,23.4,66.9,98.4,5/11/2025 9:45
687,23.1,59.1,98.3,5/11/2025 9:50
663,23.6,69.5,99.9,5/11/2025 9:55
628,24.2,74,99.8,5/11/2025 10:00
611,24.7,74.7,98.9,5/11/2025 10:05
658,24.7,62.9,98.9,5/11/2025 10:10
721,24.1,50.4,98.3,5/11/2025 10:15
723,24.2,65,97.9,5/11/2025 10:20
675,24.8,65,98.6,5/11/2025 10:25
610,24.4,50.6,99.7,5/11/2025 10:30
584,24.5,62.4,101.6,5/11/2025 10:35
627,25.1,67.6,98.5,5/11/2025 10:40
677,25.9,59.4,98.9,5/11/2025 10:45
672,24.9,46.7,99.4,5/11/2025 10:50
616,25.1,60.2,99.9,5/11/2025 10:55
616,25.1,60.2,99.9,5/11/2025 11:00
611,25,47.1,100.2,5/11/2025 11:05
666,25.2,59.6,100.4,5/11/2025 11:10
670,25.8,65.1,98.6,5/11/2025 11:15
631,25.3,48.5,98.3,5/11/2025 11:20
578,25.2,54.3,101,5/11/2025 11:25
592,25.8,64.4,100.7,5/11/2025 11:30
645,26.4,64.2,101.3,5/11/2025 11:35
669,25.6,46.4,100.7,5/11/2025 11:40
633,25.3,53.1,99.1,5/11/2025 11:45
588,25.9,63.6,100.8,5/11/2025 11:50
609,25.8,48.5,101.6,5/11/2025 11:55
659,25.2,50.7,98.9,5/11/2025 12:00
653,25.8,64.2,101.3,5/11/2025 12:05
615,26.4,67.4,101.6,5/11/2025 12:10
569,26.8,56.8,99.9,5/11/2025 12:15
594,27.1,57.8,97.4,5/11/2025 12:20
661,27.2,62.6,101.3,5/11/2025 12:25
684,27.5,57,98,5/11/2025 12:30
644,27,52.4,101,5/11/2025 12:35
587,27.4,64.6,98.5,5/11/2025 12:40
573,27.5,57,99.9,5/11/2025 12:45
625,27.3,51.5,100.6,5/11/2025 12:50
675,27.3,58.9,100,5/11/2025 12:55
659,27.7,64.5,101,5/11/2025 13:00
611,27.9,54.5,98.2,5/11/2025 13:05
580,27.3,50.6,97.2,5/11/2025 13:10
619,27.4,58,97.9,5/11/2025 13:15
663,27.9,63.2,100.5,5/11/2025 13:20
644,28.1,55.2,98.9,5/11/2025 13:25
594,27.7,50.5,97.2,5/11/2025 13:30
575,27.8,56.6,101.1,5/11/2025 13:35
623,28.2,63.7,100.8,5/11/2025 13:40
679,28.5,60,100.4,5/11/2025 13:45
666,28.1,50.1,97.6,5/11/2025 13:50
610,27.8,48.1,99.4,5/11/2025 13:55
567,28.1,59.5,97.7,5/11/2025 14:00
599,28.5,63.6,100.9,5/11/2025 14:05
671,28.3,51,100.6,5/11/2025 14:10
691,27.8,46.9,100.7,5/11/2025 14:15
645,27.9,55,99.1,5/11/2025 14:20
582,28.3,60.1,98,5/11/2025 14:25
579,28.1,48.4,99.1,5/11/2025 14:30
634,27.5,45.9,99.6,5/11/2025 14:35
684,27.5,51.9,97.2,5/11/2025 14:40
666,27.9,56.2,97.7,5/11/2025 14:45
616,28.1,57.1,98,5/11/2025 14:50
569,28,49.2,97.4,5/11/2025 14:55
585,27.6,45.9,99.3,5/11/2025 15:00
649,27.2,46.4,100.4,5/11/2025 15:05
685,26.9,45.8,101.3,5/11/2025 15:10
646,26.5,47,101,5/11/2025 15:15
588,26.4,51,100,5/11/2025 15:20
577,26.5,55.1,99.3,5/11/2025 15:25
628,26.8,60.4,101.5,5/11/2025 15:30
674,27,55.9,100.6,5/11/2025 15:35
647,26.6,49.3,101,5/11/2025 15:40
594,26.4,48.1,99.3,5/11/2025 15:45
585,26.4,56.4,99.1,5/11/2025 15:50
631,26.8,63.6,97.7,5/11/2025 15:55
685,26.9,56.6,99.9,5/11/2025 16:00
678,26.5,49.8,101.1,5/11/2025 16:05
622,26.3,52.5,98.8,5/11/2025 16:10
566,26.7,61.5,101,5/11/2025 16:15
520,26.8,51.9,100,5/11/2025 16:20
483,26.5,49.4,99,5/11/2025 16:25
491,26.5,56,99.4,5/11/2025 16:30
561,26.8,64.1,101.6,5/11/2025 16:35
591,27.2,63,100.1,5/11/2025 16:40
563,26.8,49.6,100.7,5/11/2025 16:45
531,26.5,45.9,97.7,5/11/2025 16:50
491,26.3,56.2,100.2,5/11/2025 16:55
478,26.5,49.9,100.8,5/11/2025 17:00
531,26,42.5,101,5/11/2025 17:05
581,25.2,39.4,97.8,5/11/2025 17:10
568,25.2,52.5,98.8,5/11/2025 17:15
534,25.6,62.3,101,5/11/2025 17:20
501,25.7,46.7,100.8,5/11/2025 17:25
496,25,38.4,101,5/11/2025 17:30
558,24.8,52.5,100.9,5/11/2025 17:35
593,25.3,62.7,100.5,5/11/2025 17:40
570,25,44,98.9,5/11/2025 17:45
529,24.3,42.9,99.2,5/11/2025 17:50
492,24.7,59.3,99.4,5/11/2025 17:55
499,25.2,62.8,98.8,5/11/2025 18:00
532,24.4,43,100.7,5/11/2025 18:05
517,24.2,56.5,98.7,5/11/2025 18:10
491,25,63.7,98.9,5/11/2025 18:15
470,24.5,44.4,99.1,5/11/2025 18:20
450,23.9,55.1,101,5/11/2025 18:25
436,25,63.6,100.7,5/11/2025 18:30
421,25.3,57.3,99.7,5/11/2025 18:35
415,24.1,42.9,101.4,5/11/2025 18:40
410,24.3,59.5,98.8,5/11/2025 18:45
407,25.1,64.3,101.3,5/11/2025 18:50
405,24.8,49.7,98.3,5/11/2025 18:55
448,23.6,49.3,0,5/11/2025 19:00
498,23.6,63.5,0,5/11/2025 19:05
502,23.1,69.6,0,5/11/2025 19:10
500,22.5,59.5,3999.9,5/11/2025 19:15
485,21.5,59.2,0,5/11/2025 19:20
473,21.1,70.7,3999.9,5/11/2025 19:25
466,21,78.8,3999.8,5/11/2025 19:30
469,21,83.7,0,5/11/2025 19:35
473,20.9,87,0,5/11/2025 19:40
474,20.9,89.1,0,5/11/2025 19:45
481,21,92.1,0,5/11/2025 19:55
488,21,93.2,3999.8,5/11/2025 20:00
492,20.9,94.2,0,5/11/2025 20:05
500,20.9,94.8,0,5/11/2025 20:10
502,21,95.2,0,5/11/2025 20:15
502,21,95.6,0,5/11/2025 20:20
506,20.9,95.9,0,5/11/2025 20:25
509,20.9,96.1,0,5/11/2025 20:30
512,20.9,96.4,0,5/11/2025 20:35
512,20.8,96.7,0,5/11/2025 20:40
513,20.8,96.8,0,5/11/2025 20:45
522,20.8,97,0,5/11/2025 20:50
524,20.7,97.1,3999.9,5/11/2025 20:55
529,20.7,97.1,0,5/11/2025 21:00
528,20.7,97.3,0,5/11/2025 21:05
529,20.7,97.3,0,5/11/2025 21:10
531,20.6,97.4,3999.8,5/11/2025 21:15
538,20.6,97.4,3999.8,5/11/2025 21:20
542,20.5,97.5,3999.9,5/11/2025 21:25
546,20.5,97.5,0,5/11/2025 21:30
545,20.4,97.5,0,5/11/2025 21:35
546,20.4,97.6,0,5/11/2025 21:40
550,20.3,97.5,0,5/11/2025 21:45
551,20.3,97.6,0,5/11/2025 21:50
552,20.2,97.6,0,5/11/2025 21:55
551,20.2,97.6,0,5/11/2025 22:00
553,20.1,97.6,0,5/11/2025 22:05
555,20.1,97.5,0,5/11/2025 22:10
558,20,97.5,0,5/11/2025 22:15
560,19.9,97.5,0,5/11/2025 22:20
559,19.9,97.5,0,5/11/2025 22:25
558,19.8,97.6,0,5/11/2025 22:30
563,19.8,97.5,3999.8,5/11/2025 22:35
566,19.7,97.6,0,5/11/2025 22:40
565,19.6,97.6,0,5/11/2025 22:45
567,19.6,97.5,0,5/11/2025 22:50
568,19.5,97.5,0,5/11/2025 22:55
568,19.5,97.6,3999.9,5/11/2025 23:00
570,19.4,97.5,0,5/11/2025 23:05
572,19.4,97.5,0,5/11/2025 23:10
577,19.3,97.5,3999.8,5/11/2025 23:15
575,19.2,97.6,0,5/11/2025 23:20
576,19.2,97.5,0,5/11/2025 23:25
575,19.2,97.5,3999.8,5/11/2025 23:30
578,19.1,97.5,0,5/11/2025 23:35
574,19,97.4,0,5/11/2025 23:40
580,19,97.3,3999.8,5/11/2025 23:45
577,18.9,97.3,3999.9,5/11/2025 23:50
578,18.9,97.2,3999.8,5/11/2025 23:55
581,18.8,97.1,3999.8,5/12/2025 0:00
579,18.7,96.9,3999.8,5/12/2025 0:05
576,18.7,96.9,0,5/12/2025 0:10
574,18.6,97,3999.8,5/12/2025 0:15
573,18.6,96.9,0,5/12/2025 0:20
575,18.5,96.9,0,5/12/2025 0:25
578,19.2,99.2,0,5/12/2025 0:30
587,19.5,98.6,0,5/12/2025 0:35
589,19.4,98.8,0,5/12/2025 0:40
589,19.3,98.5,0,5/12/2025 0:45
583,19.2,97.7,3999.9,5/12/2025 0:50
585,19.1,96.7,3999.8,5/12/2025 0:55
582,19,95.9,0,5/12/2025 1:00
579,18.9,95.7,0,5/12/2025 1:05
576,18.8,95.2,3999.9,5/12/2025 1:10
577,18.8,95.2,0,5/12/2025 1:15
582,18.7,95.1,0,5/12/2025 1:20
581,18.7,95.5,0,5/12/2025 1:25
583,18.6,95.5,0,5/12/2025 1:30
582,18.5,95.3,0,5/12/2025 1:35
586,18.4,96,0,5/12/2025 1:40
588,18.3,96,3999.9,5/12/2025 1:45
